Locality,Zip Code,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,Construction Year,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Median Price per Commune,Median Revenue per Commune,Price/m2
Herent,3020,house,385000,3,159,1,0,1,30,1,120,0,335,3,1959,3,392,3,380000,36516,2421
Asse,1730,villa,799000,5,229,1,0,1,30,1,300,1,995,4,1995,5,153,3,288000,29699,3489
Lalouvicare,7100,house,329000,3,250,0,0,0,0,0,0,0,630,2,2023,6,54,5,155000,23915,1316
Kapelle-op-den-bos,1880,house,395000,2,157,0,0,0,0,0,0,0,1428,4,1978,2,423,1,375000,32868,2515
Ligny,5140,house,395000,5,156,0,0,0,0,0,0,0,920,4,1979,4,221,3,245000,30713,2532
Hechtel-eksel,3941,house,569000,4,257,1,0,0,0,0,0,0,1376,4,1987,5,194,5,269000,31574,2214
Ixelles,1050,duplex,395000,2,102,1,0,0,0,0,0,0,0,2,1900,0,544,3,350000,23014,3872
Wezembeek-oppem,1970,villa,930000,4,334,1,0,1,40,1,400,0,875,4,1958,4,280,2,520000,33282,2784
Watermaal-bosvoorde,1170,house,995000,5,320,1,0,0,0,1,90,0,268,2,1956,0,388,2,429500,26474,3109
Ivoz-ramet,4400,house,269900,4,150,0,0,1,25,1,700,0,1120,3,1968,0,526,3,190000,26199,1799
Bruxelles,1000,house,400000,2,100,1,0,1,9,0,0,0,109,2,2017,4,100,5,275000,21541,4000
Rumes-taintignies,7618,villa,310000,3,125,1,0,0,0,0,0,0,1158,4,1990,4,255,2,155000,27399,2480
Hamont-achel,3930,house,329000,3,192,0,0,0,0,0,0,0,565,4,1970,4,226,2,310000,29119,1713
Geel,2440,house,307000,4,192,1,0,1,18,1,120,0,340,3,1952,1,554,3,270000,30648,1598
Huy,4500,apartment,195000,2,136,1,0,1,12,0,0,0,0,3,2024,5,98,5,196000,24184,1433
Gerpinnes,6280,apartment,275000,2,105,1,0,0,0,0,0,0,0,3,1991,4,190,3,275000,30371,2619
Borgloon,3840,house,425000,5,196,1,0,1,42,1,175,0,2620,2,1899,6,85,4,260000,29600,2168
Rumbeke,8800,house,365000,4,240,0,0,0,0,0,0,0,260,3,1990,5,105,3,238106,28720,1520
De-haan,8420,house,430000,3,188,1,0,0,0,0,0,0,155,2,1957,4,244,4,260000,28811,2287
Leuven,3000,apartment,430000,2,110,0,0,1,2,0,0,0,0,2,1969,4,214,3,340000,30408,3909
Londerzeel,1840,house,385000,3,227,1,0,0,0,0,0,0,532,3,1930,3,322,5,369000,32899,1696
Lier,2500,penthouse,585000,2,140,1,0,1,53,0,0,0,0,3,2019,5,108,5,290000,29623,4178
Leuven,3000,apartment,415000,2,101,0,1,1,7,0,0,0,0,2,1998,5,108,3,340000,30408,4108
Dendermonde,9200,house,389000,4,230,0,0,0,0,0,0,0,430,3,1973,4,262,3,265000,30172,1691
Liege,4000,exceptional-property,675000,6,462,1,0,1,30,1,150,0,400,2,1874,0,767,3,170000,22738,1461
Willebroek,2830,house,399000,5,242,0,0,0,0,1,561,0,750,4,1968,3,356,3,286750,29939,1648
Buggenhout,9255,house,295000,3,144,0,0,0,0,0,0,0,284,2,1934,5,198,3,327500,33340,2048
Kalken,9270,house,469000,3,167,0,0,0,0,1,220,0,394,3,2004,5,117,5,378439,32671,2808
Jette,1090,apartment,240000,2,78,1,0,1,13,0,0,0,0,4,1971,6,16,3,235000,24171,3076
Ans,4430,house,98000,1,55,1,0,0,0,0,0,0,35,2,1930,3,320,3,200500,26138,1781
Geraardsbergen,9500,house,189000,3,162,1,0,1,9,1,30,0,120,2,1967,1,796,2,238500,29578,1166
Woluwe-saint-lambert,1200,house,895000,7,320,1,0,1,28,1,50,0,200,2,1910,0,373,1,369000,27210,2796
Kraainem,1950,house,575000,3,145,1,0,1,20,1,250,0,450,3,1956,3,375,3,530000,32881,3965
Dentergem,8720,house,265000,3,191,0,0,0,0,0,0,0,739,3,1962,3,359,3,289000,30347,1387
Wachtebeke,9185,house,354000,3,183,0,0,0,0,0,0,0,408,3,1981,2,410,5,310000,32641,1934
Manage,7170,house,119000,4,165,0,0,0,0,0,0,0,90,3,1918,2,372,3,165000,24456,721
Tielen,2460,house,429000,4,269,0,0,0,0,0,0,0,695,4,1932,3,349,4,323750,32250,1594
Uccle,1180,penthouse,1290000,3,197,1,0,1,40,0,0,0,0,3,2000,3,201,4,390000,26467,6548
Tessenderlo,3980,villa,989000,5,457,0,0,0,0,0,0,1,1000,4,2013,6,5,3,260000,31792,2164
Berchem-sainte-agathe,1082,duplex,325000,2,131,1,0,1,7,0,0,0,0,2,2005,4,116,3,267500,24327,2480
Wommelgem,2160,villa,990000,3,381,1,0,0,0,0,0,0,6575,4,1952,1,897,1,362000,31223,2598
Schilde,2970,villa,990000,6,485,1,0,0,0,0,0,0,3054,4,1970,5,191,5,500000,33742,2041
Rixensart,1330,villa,995000,5,300,1,0,0,0,0,0,0,701,4,1965,5,165,5,450000,29985,3316
Grimbergen,1850,villa,995000,5,324,0,0,0,0,0,0,0,1150,4,1971,4,225,3,351000,31773,3070
Geraardsbergen,9500,house,1050000,6,500,1,0,0,0,0,0,0,186,2,1985,5,121,3,238500,29578,2100
Asse,1730,apartment,309000,2,90,1,0,1,18,0,0,0,0,1,2022,6,34,5,288000,29699,3433
Ans,4430,town-house,319900,3,150,1,0,1,20,1,50,0,137,2,1962,3,306,4,200500,26138,2132
Woluwe-saint-pierre,1150,apartment,325000,2,100,1,0,1,9,0,0,0,0,2,1970,1,310,3,465000,29516,3250
Kontich,2550,apartment,249000,2,85,1,0,0,0,0,0,0,0,2,1979,5,153,3,359000,33894,2929
Kraainem,1950,house,1495000,5,454,1,0,1,24,1,1000,1,1791,4,1987,5,148,5,530000,32881,3292
Kapellen,2950,villa,1075000,8,490,1,0,1,100,0,0,0,4010,4,1993,5,189,5,365250,33995,2193
Lokeren,9160,apartment,330000,2,107,1,1,1,10,0,0,0,0,2,2000,5,115,5,295000,30290,3084
Flemalle,4400,house,120000,2,98,1,0,1,16,1,510,0,630,3,1960,0,679,3,190000,26199,1224
Hasselt,3500,penthouse,480000,2,220,1,0,0,0,0,0,0,0,4,1971,4,281,3,285000,30208,2181
Anderlecht,1070,apartment,339990,4,150,0,0,1,10,0,0,0,0,3,1963,2,233,5,220000,21336,2266
Etterbeek,1040,house,1175000,6,500,1,0,0,0,1,100,0,256,2,1915,1,303,2,323500,23665,2350
Forest,1190,apartment,295000,2,72,0,0,1,8,0,0,0,0,2,1964,0,586,3,280000,22908,4097
Brasschaat,2930,house,1175000,2,280,0,0,0,0,0,0,0,1009,4,1995,5,139,1,385000,31614,4196
Molenbeek-saint-jean,1080,duplex,339990,3,136,1,0,1,6,0,0,0,0,2,2011,5,81,5,215000,21062,2499
Etterbeek,1040,apartment,330000,1,83,1,0,1,3,0,0,0,0,2,1921,2,221,3,323500,23665,3975
Kluizen,9940,house,590000,3,268,0,0,0,0,0,0,0,581,4,2004,5,184,5,337500,33011,2201
Sint-amands,2890,house,195000,5,244,1,0,1,40,1,350,0,452,2,1936,2,473,1,333551,33462,799
Kapellen,2950,villa,1250000,6,805,1,0,1,150,0,0,1,6595,4,1990,4,231,3,365250,33995,1552
Schaerbeek,1030,apartment,340000,2,104,1,0,1,8,0,0,0,0,2,2012,5,53,3,275000,21912,3269
Schaarbeek,1030,apartment,349000,2,90,1,0,1,4,0,0,0,0,2,1911,3,153,3,275000,21912,3877
Kraainem,1950,villa,1275000,6,328,1,0,1,18,1,300,0,646,4,1992,5,175,4,530000,32881,3887
Uccle,1180,duplex,349000,2,135,1,0,0,0,0,0,0,0,2,1928,0,349,3,390000,26467,2585
Hamois,5360,house,595000,3,210,1,0,0,0,0,0,0,4243,4,1991,4,180,5,253550,31255,2833
Nivelles,1400,apartment,350000,2,105,1,0,1,8,0,0,0,0,2,2012,6,51,5,260000,28900,3333
Oupeye,4680,house,119000,2,97,1,0,0,0,1,40,0,135,4,1950,0,662,1,220000,26992,1226
Blankenberge,8370,house,1295000,5,460,0,0,0,0,0,0,0,1815,4,1979,4,268,3,235000,25711,2815
Kortemark,8610,apartment,159000,2,80,0,0,0,0,0,0,0,0,2,1977,4,280,3,290000,30028,1987
Lede,9340,house,380000,4,209,1,0,0,0,0,0,0,728,3,1955,3,317,2,260000,32323,1818
Brasschaat,2930,villa,1299000,4,387,0,0,0,0,0,0,0,2300,4,1963,4,220,5,385000,31614,3356
Kumtich,3300,house,319000,3,220,1,0,1,50,1,160,0,408,2,1918,3,400,1,249000,29289,1450
Aalst,9300,apartment,250000,2,199,1,0,1,30,0,0,0,0,2,2006,4,292,3,265000,29669,1256
Betekom,3130,exceptional-property,645000,3,240,1,0,0,0,0,0,0,3235,3,1995,4,224,5,330000,33342,2687
Bruxelles,1000,ground-floor,399000,3,129,1,0,0,0,0,0,0,0,2,2022,4,118,3,275000,21541,3093
Middelkerke,8430,apartment,169000,1,28,1,0,1,16,0,0,0,0,2,2007,4,212,5,200000,27292,6035
Antwerpen,2000,exceptional-property,1445000,5,626,0,0,0,0,0,0,0,251,2,1879,3,308,2,260000,25683,2308
Hoogstraten,2328,villa,1395000,4,517,0,0,0,0,0,0,0,1451,4,2017,6,88,5,385000,29848,2698
Bruxelles,1000,apartment,410000,3,126,1,0,0,0,0,0,0,0,2,2022,4,118,3,275000,21541,3253
Brugge,8000,villa,799000,3,401,0,0,0,0,0,0,0,5000,4,1949,3,357,3,310000,29506,1992
Bruxelles,1000,apartment,410000,3,128,1,0,0,0,0,0,0,0,2,2022,3,170,3,275000,21541,3203
Uccle,1180,villa,1795000,5,468,0,0,0,0,0,0,0,1178,4,1974,3,208,5,390000,26467,3835
Han-sur-lesse,5580,house,249000,8,340,0,0,1,30,1,520,0,520,2,1850,5,158,1,172500,26283,732
Molenbeek-saint-jean,1080,apartment,175000,1,78,1,0,1,6,0,0,0,0,2,1970,5,55,2,215000,21062,2243
Bruxelles,1000,apartment,410000,3,125,1,0,0,0,0,0,0,0,2,2022,3,171,3,275000,21541,3280
Molenbeek-saint-jean,1080,apartment,159000,1,78,1,0,1,6,0,0,0,0,2,1970,5,55,2,215000,21062,2038
Bruxelles,1000,apartment,498000,2,144,1,0,1,8,0,0,0,0,2,1995,4,109,5,275000,21541,3458
Tielt-winge,3390,house,489000,3,210,1,0,0,0,0,0,0,617,3,2011,6,56,5,328500,32394,2328
Middelkerke,8430,flat-studio,100000,1,37,0,0,0,0,0,0,0,0,2,1969,4,205,3,200000,27292,2702
Oostende,8400,apartment,219000,1,58,1,0,1,13,0,0,0,0,2,2002,3,360,3,235000,25991,3775
Ieper,8900,apartment,229000,2,90,1,0,1,4,0,0,0,0,3,2008,5,118,3,250000,28243,2544
Libramont-chevigny-freux,6800,exceptional-property,929000,10,569,1,0,0,0,0,0,0,8594,4,1868,5,164,5,224500,27968,1632
Temse,9140,house,329000,3,244,0,0,0,0,1,240,0,312,2,1989,5,174,3,260000,30536,1348
Roeselare,8800,apartment,175000,2,78,1,0,1,7,0,0,0,0,2,2008,5,172,3,238106,28720,2243
Woluwe-saint-pierre,1150,apartment,535000,3,132,1,0,1,10,0,0,0,0,3,1999,3,159,5,465000,29516,4053
Uccle,1180,apartment,250000,2,74,1,0,1,17,0,0,0,0,2,1963,3,171,2,390000,26467,3378
Bruxelles,1000,duplex,540000,3,129,1,1,0,0,1,37,0,0,2,2012,4,127,3,275000,21541,4186
Evere,1140,apartment,265000,2,89,0,0,1,8,0,0,0,0,4,1972,3,188,5,257500,24158,2977
Namur,5000,house,265000,5,210,0,0,0,0,0,0,0,245,2,1899,3,328,3,250000,26345,1261
Berchem-sainte-agathe,1082,duplex,545000,4,155,1,0,1,50,0,0,0,0,2,2013,4,99,5,267500,24327,3516
Wetteren,9230,apartment,320000,2,74,1,0,1,54,0,0,0,0,4,1991,4,241,3,280000,30041,4324
Beerse,2340,house,449000,4,233,1,0,0,0,0,0,0,720,4,1970,3,322,3,375000,32645,1927
Uccle,1180,apartment,575000,4,199,1,0,1,20,0,0,0,0,2,1974,3,204,3,390000,26467,2889
Torhout,8820,house,479000,8,380,0,0,0,0,0,0,0,808,4,1968,3,360,3,272500,30014,1260
Bruxelles,1000,apartment,590000,3,165,1,0,0,0,0,0,0,0,3,1994,2,266,3,275000,21541,3575
Aalst,9300,apartment,147500,2,76,1,0,0,0,0,0,0,0,4,1967,5,123,3,265000,29669,1940
Watermael-boitsfort,1170,house,925000,3,203,1,0,1,17,1,150,0,227,2,2024,6,28,5,429500,26474,4556
Han-sur-lesse,5580,apartment,249000,8,340,0,0,1,30,1,520,0,0,2,1850,5,158,1,172500,26283,732
Dehaan,8420,villa,489000,3,200,0,0,0,0,0,0,0,665,4,1981,5,154,5,260000,28811,2445
Kampenhout,1910,house,515000,3,236,1,0,0,0,0,0,0,550,2,1956,4,237,5,430000,34557,2182
Bekkevoort,3460,house,199000,4,191,0,0,0,0,0,0,0,545,4,1930,1,724,1,292500,31160,1041
Jette,1090,apartment,499000,2,149,1,0,1,10,0,0,0,0,2,1902,2,237,3,235000,24171,3348
Roosdaal,1760,house,430000,5,377,1,0,0,0,0,0,0,975,3,1946,2,464,3,355000,33632,1140
Ingelmunster,8770,house,458000,4,248,1,0,1,1,1,400,0,811,4,1987,3,385,3,252500,30218,1846
Eeklo,9900,house,289000,3,128,1,0,0,0,0,0,0,193,3,1930,3,375,3,250000,27380,2257
Nivelles,1400,house,247000,3,217,0,0,1,15,1,292,0,292,3,1975,2,400,1,260000,28900,1138
Tihange,4500,house,79000,2,72,0,0,0,0,0,0,0,55,2,1850,1,467,1,196000,24184,1097
Aubange,6790,house,720000,4,231,1,0,0,0,0,0,0,2086,4,1992,5,143,3,240000,30967,3116
Bekkevoort,3460,house,299000,4,350,0,0,0,0,0,0,0,855,3,1960,1,614,1,292500,31160,854
Overijse,3090,villa,695000,4,298,1,0,1,17,1,330,0,477,4,1971,3,366,5,517500,33781,2332
Etterbeek,1040,house,770000,4,300,1,0,1,15,1,100,0,250,2,1930,0,482,3,323500,23665,2566
Beringen,3580,house,1295000,4,347,1,0,0,0,0,0,1,1463,4,2016,6,86,3,280000,30584,3731
Arlon,6700,house,580000,5,347,1,0,0,0,1,32,0,424,2,1937,4,203,3,286500,34008,1671
Pelt,3900,house,319000,3,163,1,0,0,0,0,0,0,900,4,1965,3,378,3,290000,31074,1957
Gooik,1755,house,448000,3,175,1,0,0,0,0,0,1,844,3,1978,4,217,3,415000,33404,2560
Rotselaar,3110,house,495000,5,250,1,0,0,0,0,0,0,816,4,1975,3,346,3,360400,35967,1980
Chapelle-lez-herlaimont,7160,house,249000,3,136,0,0,1,354,1,422,0,522,2,2021,4,222,4,176623,24942,1830
Ganshoren,1083,apartment,235000,2,93,0,0,1,16,0,0,0,0,2,1953,1,309,1,220000,23789,2526
Arlon,6700,house,1120000,4,375,1,0,0,0,0,0,0,5070,3,2010,5,147,3,286500,34008,2986
Wetteren,9230,apartment,225000,6,278,1,0,1,32,1,138,0,0,3,1992,4,276,3,280000,30041,809
Lommel,3920,house,240000,2,106,1,0,0,0,0,0,0,173,3,1933,4,285,3,285000,30215,2264
Lier,2500,apartment,299000,2,102,1,0,1,4,0,0,0,0,2,1960,5,183,5,290000,29623,2931
Lier,2500,house,265000,3,104,0,0,1,28,1,28,0,99,2,1850,3,319,3,290000,29623,2548
Mol,2400,house,345000,4,227,0,0,0,0,0,0,0,850,3,1937,1,621,2,268000,30380,1519
Woluwe-saint-pierre,1150,house,875000,5,310,1,0,1,25,1,120,0,230,2,1927,2,215,5,465000,29516,2822
Bruxelles,1000,house,590000,3,153,1,0,0,0,0,0,0,111,2,1950,0,458,5,275000,21541,3856
Lier,2500,apartment,200000,2,91,1,0,1,4,0,0,0,0,2,1987,5,186,3,290000,29623,2197
Waimes,4950,apartment,398000,2,104,1,0,1,7,0,0,0,0,3,2021,5,123,5,262500,27888,3826
Redu,6890,house,795000,4,380,1,0,1,80,1,903,0,903,3,2014,5,108,5,275000,29036,2092
Mollem,1730,house,415000,5,247,0,0,1,28,0,0,0,240,3,1967,4,255,2,288000,29699,1680
Buggenhout,9255,villa,445000,3,229,1,0,1,90,1,270,0,636,4,1985,4,276,3,327500,33340,1943
Wavre,1300,house,845000,3,170,1,0,1,60,1,500,1,1022,4,2000,5,169,3,310000,28507,4970
Wommelgem,2160,house,449000,4,207,0,0,0,0,1,168,0,510,3,1979,4,274,1,362000,31223,2169
Bilzen,3740,house,499000,5,380,1,0,0,0,0,0,0,7721,4,1934,3,366,3,250000,30098,1313
Oostende,8400,house,436000,4,190,1,0,1,141,0,0,0,235,2,1994,4,227,5,235000,25991,2294
Saint-lcagermeixle-tige,6747,house,185000,2,283,0,0,0,0,1,450,0,450,2,1830,1,507,2,233000,34040,653
Huy,4500,apartment,100000,2,91,0,0,0,0,0,0,0,0,2,1943,3,259,2,196000,24184,1098
Huy,4500,apartment,139500,1,55,1,0,1,9,0,0,0,0,2,1942,4,217,3,196000,24184,2536
Torhout,8820,villa,395000,3,234,0,0,0,0,0,0,0,843,4,1954,4,208,5,272500,30014,1688
Etterbeek,1040,apartment,350000,2,85,1,0,1,4,0,0,0,0,4,1970,2,271,5,323500,23665,4117
Meulebeke,8760,house,318000,3,280,1,0,0,0,0,0,0,369,2,1940,5,199,5,243500,29176,1135
Kapellen,2950,villa,668000,3,192,1,0,1,40,0,0,0,771,4,1977,4,278,5,365250,33995,3479
Liege,4000,apartment,129000,1,81,0,0,0,0,0,0,0,0,2,1968,5,146,2,170000,22738,1592
Hulshouthoutvenne,2235,house,675000,3,223,1,0,0,0,0,0,0,495,3,2012,6,87,5,312500,30927,3026
Namur,5000,apartment,345000,3,137,1,0,1,25,0,0,0,0,2,2023,5,103,5,250000,26345,2518
Ixelles,1050,apartment,499000,3,133,1,0,0,0,0,0,0,0,2,2000,4,112,3,350000,23014,3751
Oudenaarde,9700,apartment,269000,1,66,0,0,1,9,0,0,0,0,4,2015,5,102,3,275000,30647,4075
Oudenaarde,9700,apartment,269000,1,66,0,0,1,9,0,0,0,0,4,2015,5,102,3,275000,30647,4075
Sint-niklaas,9100,house,239000,6,145,1,0,0,0,0,0,0,75,2,1958,5,176,4,265000,28267,1648
Zottegem,9620,house,495000,5,350,0,0,1,18,1,450,0,674,4,1974,4,300,5,260000,32118,1414
Koksijde,8670,apartment,475000,3,134,0,0,1,20,0,0,0,0,3,1978,4,254,5,300000,30348,3544
Kortenberg,3070,house,585000,3,185,1,0,1,30,1,700,0,700,4,1994,5,146,3,400000,33946,3162
Ixelles,1050,apartment,290000,1,70,1,0,1,9,0,0,0,0,2,1962,2,225,1,350000,23014,4142
Uccle,1180,duplex,1150000,3,267,1,0,1,20,0,0,1,0,3,1992,3,166,5,390000,26467,4307
Heinsch,6700,house,672000,6,330,1,0,0,0,0,0,0,1535,4,1989,4,197,3,286500,34008,2036
Beerse,2340,house,439000,3,213,1,0,0,0,0,0,0,388,4,1994,5,167,3,375000,32645,2061
Wommelgem,2160,house,499000,5,293,1,0,0,0,1,71,0,222,3,1978,5,145,4,362000,31223,1703
Waterloo,1410,house,390000,3,140,1,0,1,6,1,257,0,397,2,1955,3,310,2,475000,31143,2785
Etterbeek,1040,penthouse,800000,2,137,1,0,1,56,0,0,0,0,3,2024,5,51,5,323500,23665,5839
Arlon,6700,apartment,310000,2,85,1,0,1,21,0,0,0,0,2,2023,6,76,3,286500,34008,3647
Sint-niklaas,9100,house,499000,5,214,1,0,0,0,0,0,0,419,4,1997,5,185,5,265000,28267,2331
Saint-gilles,1060,house,550000,7,287,1,0,0,0,1,85,0,180,2,1931,2,256,3,291000,20648,1916
Herent,3020,villa,542000,5,222,1,0,0,0,0,0,0,501,4,1976,4,266,2,380000,36516,2441
Ravels,2380,house,288000,3,188,0,0,0,0,0,0,0,549,3,1957,2,432,2,320000,30154,1531
Merchtem,1785,house,595000,5,376,0,0,0,0,0,0,0,1491,2,1875,2,491,1,330000,32036,1582
Jodoigne,1370,villa,639550,5,200,1,0,1,400,0,0,1,2989,4,1992,4,244,3,282500,28112,3197
Turnhout,2300,house,425000,4,206,1,0,0,0,0,0,0,390,3,2002,5,174,3,250000,27404,2063
Linkebeek,1630,villa,399000,3,145,0,0,0,0,0,0,0,690,4,1934,1,809,1,324000,30656,2751
Oud-turnhout,2360,villa,680000,4,323,1,0,1,40,0,0,0,2000,4,1976,3,330,0,330000,32681,2105
Paliseul,6850,apartment,169000,2,75,1,0,0,0,0,0,0,0,2,2015,6,52,5,204500,26189,2253
Merchtem,1785,house,695000,3,431,1,0,0,0,0,0,0,328,2,1988,5,138,3,330000,32036,1612
Blaasveld,2830,villa,900000,4,270,1,0,0,0,0,0,0,494,4,1993,4,212,5,286750,29939,3333
Blaasveld,2830,house,1400000,4,270,1,0,0,0,0,0,0,494,4,1993,4,212,5,286750,29939,5185
Balen,2490,house,549000,3,214,0,0,0,0,0,0,1,521,3,2007,6,4,5,267000,31503,2565
Berchem-sainte-agathe,1082,apartment,245000,2,94,0,0,0,0,0,0,0,0,2,2006,3,162,5,267500,24327,2606
Nivelles,1400,villa,449000,5,320,0,0,1,35,1,970,0,970,4,1960,2,416,1,260000,28900,1403
Halle,1500,apartment,245000,2,88,1,0,0,0,0,0,0,0,2,1975,4,287,3,308250,30101,2784
Morlanwelz,7140,villa,395000,4,225,1,0,1,1,1,1,0,1526,4,1977,3,335,3,155000,24592,1755
Middelkerke,8430,apartment,245000,1,61,0,1,0,0,0,0,0,0,2,1978,4,286,3,200000,27292,4016
Manage,7170,villa,395000,4,225,1,0,1,1,1,1,0,1526,4,1977,3,335,3,165000,24456,1755
Leuven,3000,flat-studio,198000,1,36,1,0,0,0,0,0,0,0,4,2014,5,125,3,340000,30408,5500
Wijer,3850,house,559000,5,226,1,0,0,0,0,0,0,1090,4,1980,4,298,3,288750,30694,2473
Oostende,8400,apartment,198000,2,81,1,1,1,3,0,0,0,0,4,1969,2,421,3,235000,25991,2444
Halle,1500,apartment,249000,2,95,1,0,0,0,0,0,0,0,2,1994,5,128,3,308250,30101,2621
Zwevegem,8550,villa,485000,3,231,0,0,1,28,0,0,0,800,4,1977,4,272,5,259500,31584,2099
Liege,4000,apartment,199000,2,90,1,0,1,8,0,0,0,0,2,1965,5,156,3,170000,22738,2211
Moulbaix,7812,villa,595000,5,260,1,0,1,40,0,0,0,1494,4,1996,3,261,3,210000,27525,2288
Merchtem,1785,house,519000,4,248,1,0,0,0,0,0,0,2127,3,1991,4,219,2,330000,32036,2092
Middelkerke,8430,apartment,215000,1,82,0,1,0,0,0,0,0,0,2,1990,1,693,3,200000,27292,2621
Broechem,2520,apartment,249800,1,89,0,0,1,36,0,0,0,0,3,2005,5,139,3,382500,33353,2806
Lebbeke,9280,house,310000,2,195,1,0,0,0,1,100,0,220,3,1945,3,347,3,270000,31547,1589
Jette,1090,apartment,225000,2,83,1,0,1,2,0,0,0,0,3,1970,0,576,3,235000,24171,2710
Keerbergen,3140,house,699000,3,255,1,0,0,0,0,0,1,1380,4,1992,5,194,5,449500,35954,2741
Anderlecht,1070,ground-floor,229000,2,85,0,0,1,3,0,0,0,0,3,1957,0,551,1,220000,21336,2694
Lokeren,9160,house,579000,3,271,1,0,0,0,0,0,0,412,4,2013,6,56,5,295000,30290,2136
Woluwe-saint-lambert,1200,apartment,249000,1,70,1,0,1,5,0,0,0,0,2,1930,0,694,3,369000,27210,3557
Middelkerke,8430,apartment,265000,1,59,0,1,0,0,0,0,0,0,2,1966,5,159,3,200000,27292,4491
Liege,4000,apartment,268000,2,90,1,0,1,18,1,45,0,0,2,2013,5,168,3,170000,22738,2977
Herselt-ramsel,2230,villa,849000,4,437,1,0,0,0,0,0,1,1750,4,1991,4,259,5,285000,31204,1942
Knokke-heist,8301,house,875000,6,215,0,0,0,0,0,0,0,249,4,1936,1,616,2,592500,28601,4069
Sint-niklaas,9100,apartment,695000,2,197,1,0,1,40,0,0,0,0,3,1999,5,157,3,265000,28267,3527
Tervueren,3080,house,470000,4,156,1,0,1,20,1,70,0,191,2,1980,4,210,5,492000,34270,3012
Uccle,1180,apartment,675000,4,147,1,0,1,11,0,0,0,0,2,1978,3,166,3,390000,26467,4591
Middelkerke,8430,apartment,285000,2,84,1,0,0,0,0,0,0,0,2,2004,5,162,3,200000,27292,3392
Bruxelles,1000,house,675000,6,365,0,0,1,17,0,0,0,136,2,1900,0,798,1,275000,21541,1849
Kontich,2550,town-house,374900,2,213,0,0,0,0,0,0,0,454,2,1976,3,331,3,359000,33894,1760
Zaventem,1930,house,389000,4,215,0,0,1,23,1,60,0,60,2,1969,3,353,3,379500,29918,1809
Gent,9000,ground-floor,289000,1,68,1,0,0,0,1,20,0,0,3,2006,3,364,3,335000,27,4250
Izegem,8870,house,379000,3,184,1,0,1,25,1,200,0,362,3,2002,5,158,5,220000,29378,2059
Scheldewindeke,9860,apartment,289000,2,92,1,0,1,29,0,0,0,0,2,2020,6,22,5,360000,35110,3141
Fleron,4620,house,229000,3,145,1,0,1,50,1,200,1,330,3,1918,0,608,3,215000,26720,1579
Malle,2390,house,548000,4,242,1,0,0,0,0,0,0,1508,4,1979,5,150,3,353800,30447,2264
Anderlecht,1070,apartment,199000,2,78,1,0,1,10,0,0,0,0,4,1963,3,156,3,220000,21336,2551
Retie,2470,house,419000,3,186,1,0,1,47,1,650,0,1057,4,1980,5,148,3,310000,31378,2252
Waregem,8790,house,199000,3,109,0,0,0,0,0,0,0,175,3,1963,3,331,3,292000,30342,1825
Gedinne-malvoisin,5575,house,220000,4,158,1,0,1,20,1,400,0,560,4,1900,2,413,5,180500,26199,1392
Mol,2400,house,549000,5,294,1,0,1,50,1,330,0,873,4,2003,5,144,5,268000,30380,1867
Roeselare,8800,apartment,149000,2,74,0,0,1,4,0,0,0,0,2,1978,4,222,3,238106,28720,2013
Saint-nicolas,4420,house,249000,3,124,1,0,1,35,1,20,0,171,3,1968,3,300,3,170000,24020,2008
Kinrooi,3640,house,445000,5,224,1,0,0,0,0,0,0,3900,4,1978,4,267,2,300000,29962,1986
Wenduine,8420,apartment,399000,2,105,0,0,1,10,0,0,0,0,3,2018,6,91,5,260000,28811,3800
Woluwe-saint-lambert,1200,apartment,195000,1,64,1,0,1,14,0,0,0,0,2,1972,2,245,1,369000,27210,3046
Ganshoren,1083,apartment,175000,1,67,1,0,0,0,0,0,0,0,2,1970,2,239,3,220000,23789,2611
Nivelles,1400,apartment,219000,3,100,1,0,1,11,0,0,0,0,2,1972,4,186,2,260000,28900,2190
Ciney,5590,ground-floor,195000,2,95,1,0,0,0,0,0,0,0,2,2023,5,97,5,228000,26679,2052
Gent,9000,house,209000,2,107,0,0,0,0,0,0,0,52,2,1932,3,374,2,335000,27,1953
Ruiselede,8755,house,480000,5,327,1,0,0,0,1,1000,0,1203,2,1966,3,383,1,361250,30911,1467
Asse,1730,service-flat,239000,2,70,1,0,1,6,0,0,0,0,3,2016,6,86,5,288000,29699,3414
Steenokkerzeel,1820,apartment,429000,3,123,1,0,1,18,0,0,0,0,2,2014,6,83,3,425000,33462,3487
Oudenaarde,9700,apartment,215000,2,66,1,0,0,0,0,0,0,0,2,1970,5,107,4,275000,30647,3257
Anderlecht,1070,apartment,205000,3,85,1,0,1,4,0,0,0,0,2,1971,0,400,2,220000,21336,2411
Bruxelles,1000,apartment,550000,2,167,1,0,1,12,1,60,1,0,2,1850,0,369,3,275000,21541,3293
Lommel,3920,apartment,569000,3,143,1,0,1,30,0,0,0,0,2,2021,6,3,5,285000,30215,3979
Vorselaar,2290,apartment,159000,1,70,0,0,0,0,0,0,0,0,2,2004,5,116,3,320000,31566,2271
