Standardized Median Revenue per Commune,Standardized Median Price per Commune,Standardized Livable Space (m2),Standardized Subtype of Property Score,Standardized State of the Building Score,Standardized PEB Score,Standardized Primary Energy Consumption (kWh/m2),Standardized Surface of the Land (m2),Standardized Construction Year,Standardized Number of Rooms,Standardized Number of Facades
-0.481,-0.473,-1.339,-0.939,-0.832,-0.402,0.661,-0.519,0.149,-1.498,-0.946
0.514,0.17,-0.465,-0.565,-0.832,1.279,-0.246,-0.519,0.964,-0.752,1.37
0.327,-0.145,-0.381,-0.285,0.134,0.521,2.257,-0.341,-0.029,-0.752,-0.946
-0.988,0.63,0.455,-0.565,1.167,1.279,-0.807,-0.519,-1.456,-0.752,-0.946
0.416,0.507,-1.067,-0.565,0.566,1.279,-0.109,-0.519,0.124,-1.498,-0.946
0.91,0.477,-0.09,-0.285,0.134,0.521,1.707,-0.177,0.047,-0.005,0.212
-1.197,-0.289,-1.311,-0.939,-0.832,-1.138,-0.109,-0.519,-0.309,-1.498,-0.946
0.555,2.162,-0.681,2.989,0.134,-0.402,-0.004,0.198,0.327,-0.005,1.37
0.461,-0.289,0.108,-0.285,1.167,1.279,-0.065,9.017,1.04,-0.005,1.37
1.078,0.74,-0.888,-0.565,-0.832,1.279,-0.197,-0.519,0.557,-0.752,-0.946
0.263,-0.473,1.818,-0.285,-0.832,1.279,-0.406,0.516,0.964,1.487,1.37
0.314,0.17,-0.963,-0.565,-0.832,-0.075,-0.752,-0.519,0.174,-0.752,-0.946
0.009,-0.412,-0.381,1.399,1.167,-0.075,-0.659,-0.519,1.142,-0.005,0.212
0.405,0.017,-1.029,-0.565,-0.832,1.279,-0.175,-0.519,0.862,-1.498,-0.946
0.806,-0.412,-0.588,-0.565,-0.832,0.268,-0.994,-0.519,0.327,-0.752,-0.946
0.633,-0.107,-0.465,1.399,-0.832,-0.075,-0.697,-0.519,1.168,-0.752,1.37
0.559,-0.075,-0.606,-0.285,1.167,0.521,1.685,0.237,-0.208,-0.005,1.37
0.879,2.836,-0.212,-0.285,1.167,1.279,0.018,0.059,-0.335,-0.005,0.212
-0.254,-0.718,-0.663,-0.565,-0.832,-0.075,-0.945,-0.519,0.989,-0.752,0.212
0.944,0.522,0.352,2.989,-0.832,0.521,2.323,3.177,0.404,0.741,1.37
-0.988,0.63,0.117,-0.565,1.167,-1.138,-0.125,-0.519,-1.354,-0.752,0.212
0.333,-0.608,0.521,-0.285,-0.832,0.521,2.246,0.12,-0.029,1.487,1.37
-0.423,-0.779,1.508,-0.565,0.134,1.279,-0.367,-0.519,0.022,2.98,-0.946
0.657,0.385,1.01,-0.285,-0.832,1.279,-0.076,0.363,0.429,1.487,1.37
0.432,0.507,-0.775,-0.285,-0.832,-2.792,3.852,0.539,0.022,-0.752,1.37
0.569,0.501,0.737,1.061,-0.832,1.279,0.051,-0.072,0.684,0.741,0.212
-1.08,-2.201,-0.221,-0.285,0.134,-1.138,0.447,0.1,-1.252,-0.752,-0.946
0.394,0.1,-0.165,-0.285,1.167,0.268,-1.203,-0.11,1.422,-0.005,1.37
-0.642,-1.576,-0.353,-0.285,-0.832,1.279,-0.483,-0.31,-1.226,-0.752,-0.946
0.632,-0.35,0.54,-0.285,-0.832,1.279,-0.373,-0.179,-0.895,-0.005,0.212
0.267,-0.105,0.258,-0.285,-0.832,-0.075,-0.521,0.478,1.04,-0.752,1.37
1.046,0.863,-0.484,-0.285,-0.832,0.521,1.685,1.084,-0.182,-0.752,1.37
-0.864,0.305,-1.095,-0.939,1.167,-0.075,-1.071,-0.519,1.295,-1.498,-0.946
0.314,0.17,0.606,-0.285,1.167,-0.402,0.254,-0.081,-0.946,0.741,-0.946
-1.358,-1.024,1.047,-0.285,-0.832,-0.402,-0.472,-0.375,-2.143,2.234,-0.946
1.123,0.506,0.531,-0.285,-0.832,1.279,-0.224,-0.318,-0.819,-0.005,-0.946
-5.352,0.446,-0.879,-0.565,1.167,0.268,-1.319,-0.519,1.372,-0.752,-0.946
1.156,1.243,0.343,-0.285,1.167,-1.138,0.799,-0.163,-1.252,2.98,-0.946
0.009,-0.412,0.202,-0.285,0.134,0.521,1.861,-0.114,-0.208,1.487,-0.946
-0.475,-1.165,-0.343,-0.285,1.167,1.279,-0.087,-0.202,-0.793,0.741,0.212
-1.197,-0.289,-0.7,-0.565,0.021,-2.792,0.447,-0.519,-1.71,-0.752,-0.946
0.885,0.018,1.028,2.989,-0.832,1.279,0.062,0.377,-2.347,-0.005,1.37
-0.512,-1.27,-0.494,-0.565,-0.832,-0.075,-0.604,-0.519,0.455,-0.752,-0.946
0.692,-0.35,1.404,-0.285,1.167,0.268,-0.983,0.211,1.142,1.487,1.37
0.657,0.385,-0.193,-0.285,1.167,-0.075,-0.758,-0.328,1.142,-0.005,0.212
-0.166,-0.473,-0.184,-0.285,1.167,0.268,-1.011,-0.146,1.219,-0.005,0.212
-0.176,-1.208,-1.255,-0.939,-0.832,-0.402,0.32,-0.519,0.735,-1.498,-0.946
0.396,-0.228,0.747,-0.285,0.021,0.521,1.261,-0.073,-0.029,1.487,0.212
0.706,0.936,0.314,-0.285,-0.832,-0.075,-0.725,0.804,0.964,1.487,0.212
-0.658,-1.533,3.011,-0.285,0.021,-0.402,0.144,0.278,-0.182,4.473,-0.946
0.857,0.605,0.512,-0.285,0.021,0.521,2.119,0.221,0.022,0.741,1.37
-0.154,-0.596,-0.888,-0.565,0.566,-0.075,-0.923,-0.519,0.251,-0.752,-0.946
0.616,-0.167,-0.071,-0.285,0.134,0.521,1.228,0.08,-0.284,-0.005,0.212
0.27,-0.608,1.667,-0.285,0.134,0.521,0.898,0.751,-2.984,1.487,0.212
-0.476,-0.779,0.596,-0.285,-0.832,1.279,-0.12,-0.379,-1.252,0.741,-0.946
-0.01,-0.73,1.808,2.989,1.167,0.268,-1.022,2.688,1.117,0.741,1.37
-1.197,-0.289,-1.085,-0.565,0.021,0.521,0.282,-0.519,-1.43,-1.498,-0.946
0.101,-0.779,0.437,-0.285,0.021,-2.792,1.723,0.629,-0.87,1.487,1.37
0.752,0.753,0.371,-0.285,-0.832,1.279,-0.362,0.103,0.709,0.741,1.37
-0.166,-0.473,-0.945,-0.565,-0.832,-0.075,-0.538,-0.519,0.557,-0.752,-0.946
-1.04,-1.576,-1.142,-0.939,1.167,0.268,-1.258,-0.519,1.448,-1.498,1.37
1.156,1.243,0.455,-0.285,-0.832,-0.402,0.243,1.571,0.124,0.741,1.37
0.33,-0.822,0.493,2.989,-0.832,1.279,-0.197,0.358,0.582,1.487,1.37
-0.766,-1.257,-0.775,-0.565,-0.832,1.279,-0.18,-0.519,0.964,-0.752,-0.946
0.368,0.262,0.296,-0.285,-0.832,-0.402,0.661,0.533,-0.309,1.487,1.37
1.056,2.683,-0.588,1.399,1.167,0.268,-0.994,-0.519,1.193,-0.752,0.212
0.314,0.17,-0.23,-0.285,0.134,-1.138,0.854,-0.361,-0.437,0.741,-0.946
0.824,0.293,-0.212,-0.565,1.167,-0.075,-0.983,-0.519,1.397,-0.005,-0.946
0.26,-0.657,-0.785,-0.565,-0.832,-0.075,-0.807,-0.519,0.251,-0.752,-0.946
0.675,0.642,0.399,-0.285,-0.832,1.279,-0.268,7.616,-0.055,-0.005,1.37
-0.166,-0.473,2.419,-0.285,-0.832,1.279,-0.389,1.076,-0.055,-0.005,1.37
0.923,1.549,0.446,-0.285,1.167,1.279,-0.356,0.822,0.582,-0.752,1.37
-5.352,0.446,-1.01,-0.565,1.167,-0.075,-0.708,-0.519,-0.284,-0.752,-0.946
-5.352,0.446,-0.522,-0.285,-0.832,-0.075,-0.73,-0.476,-1.736,-1.498,-0.946
0.615,-0.289,0.596,2.989,0.021,-0.402,0.408,-0.0,-0.08,0.741,1.37
-1.791,-0.657,-0.775,-0.565,-0.832,1.279,-0.956,-0.519,1.422,-0.752,-0.946
0.569,0.501,-0.625,-0.285,0.021,1.279,-0.274,-0.364,-1.252,-0.752,-0.946
0.276,-0.412,-0.625,-0.565,-0.832,-0.075,-0.604,-0.519,0.225,-0.752,-0.946
-0.139,-0.684,3.377,2.989,1.167,1.279,-0.12,3.281,0.786,2.98,1.37
-0.403,-0.877,-1.001,-0.565,0.134,0.521,1.663,-0.519,-0.819,-0.752,-0.946
0.006,-0.412,0.117,-0.285,-0.832,1.279,-0.032,-0.266,-0.946,-0.005,0.212
2.185,1.764,0.615,-0.285,0.134,-1.138,1.124,0.122,0.2,1.487,1.37
-0.481,-0.473,0.098,-0.565,1.167,0.268,-1.06,-0.519,1.142,-0.005,-0.946
0.281,-0.13,0.531,2.989,-0.832,-0.075,-0.692,0.508,0.709,1.487,1.37
0.741,-0.473,0.596,-0.285,-0.832,-0.075,-0.483,0.791,-0.742,0.741,0.212
0.94,1.243,0.352,-0.285,-0.832,-0.075,-0.67,-0.04,0.557,-0.005,0.212
0.571,0.777,0.681,-0.285,1.167,0.268,-1.352,0.06,1.321,-0.005,0.212
0.009,-0.412,0.39,-0.285,1.167,-0.075,-0.516,-0.087,0.76,1.487,1.37
1.123,0.506,0.841,-0.285,-0.832,-0.402,0.205,-0.119,0.302,0.741,0.212
0.199,1.856,-1.001,0.674,1.167,-0.402,0.056,-0.519,-1.71,-1.498,1.37
0.704,-0.05,-0.024,-0.285,-0.832,-0.402,0.001,0.461,0.607,-0.005,1.37
0.59,0.063,0.634,1.061,1.167,-2.792,2.768,5.29,0.353,0.741,1.37
-0.481,-0.473,-0.024,-0.565,1.167,-0.075,-0.494,-0.519,-4.028,-0.752,-0.946
-0.233,-0.963,-0.757,-0.285,0.134,0.521,1.069,-0.414,-1.736,-0.752,-0.946
-1.04,-1.576,-0.503,-0.565,-0.832,-1.138,0.705,-0.519,0.225,-0.005,-0.946
-1.358,-1.024,-0.813,-0.565,1.167,-0.075,-1.066,-0.519,1.346,-0.752,-0.946
0.793,0.367,-0.916,-0.565,1.167,0.268,-1.121,-0.519,1.27,-0.752,-0.946
0.005,-0.596,0.39,-0.285,0.021,-0.075,-0.587,-0.323,-0.946,2.234,-0.946
0.503,-0.044,0.474,-0.285,1.167,-0.075,-0.901,-0.124,1.066,1.487,0.212
0.671,0.262,2.964,2.989,-0.832,1.279,0.073,0.398,-1.634,2.234,1.37
-1.04,-1.576,-1.142,-0.565,0.021,-0.402,-0.01,-0.519,-0.157,-1.498,0.212
0.891,0.765,-0.306,-0.285,-0.832,0.521,1.591,-0.378,-0.182,-0.005,1.37
-0.988,0.63,-0.306,-0.565,-0.832,-0.402,-0.389,-0.519,-0.182,-0.005,0.212
0.657,0.385,-0.343,-0.285,-0.832,0.521,1.245,-0.016,0.149,-0.005,1.37
0.366,0.128,0.841,2.989,1.167,-0.402,0.359,0.545,0.302,1.487,0.212
0.962,2.713,0.39,-0.285,1.167,0.521,2.411,-0.135,-0.768,0.741,0.212
0.247,2.039,-0.165,-0.565,0.021,1.279,-0.961,-0.519,-0.029,0.741,-0.946
0.358,0.118,-0.644,-0.285,0.134,0.521,2.317,-0.312,-0.946,-0.005,-0.946
-0.797,-1.576,-0.578,-0.285,-0.832,-1.138,0.386,-0.068,0.047,-0.752,0.212
-0.739,-0.381,1.085,-0.285,1.167,-0.402,-0.62,-0.046,1.015,2.234,0.212
0.858,1.212,-0.184,-0.285,-0.832,-0.402,0.43,-0.158,-0.895,-0.005,0.212
0.276,-0.412,-0.963,-0.565,1.167,-0.075,-0.752,-0.519,1.091,-1.498,-0.946
0.847,0.385,-0.588,-0.285,0.134,0.521,1.91,0.227,-0.131,-0.005,1.37
-1.437,-0.093,-0.212,-0.565,1.167,0.521,0.161,-0.519,-1.583,-0.005,-0.946
0.388,-0.044,0.831,-0.285,0.021,-0.402,0.601,0.329,0.2,0.741,1.37
-0.523,-1.668,-0.7,-0.285,-0.832,-2.792,2.482,-0.436,0.022,-0.752,-0.946
0.461,-0.289,0.549,-0.285,-0.832,-0.075,-0.708,-0.344,-0.717,2.98,-0.946
-0.988,0.63,-1.208,-0.565,-0.832,-0.402,-0.483,-0.519,0.149,-1.498,-0.946
-0.139,-1.086,-0.775,1.399,-0.832,1.279,-0.367,-0.519,0.276,-0.752,0.212
0.78,-0.596,1.414,2.989,1.167,-0.075,-1.055,1.029,1.346,0.741,1.37
-0.481,-0.473,2.118,-0.285,-0.832,-0.402,0.403,-0.313,-2.984,1.487,-0.946
0.645,-0.105,0.888,2.989,1.167,1.279,0.001,2.004,0.557,1.487,1.37
1.173,0.691,-0.869,-0.565,1.167,1.279,-0.373,-0.519,0.531,-0.752,-0.946
1.123,0.506,-0.804,-0.565,0.021,-0.075,-0.538,-0.519,0.174,-0.752,-0.946
1.099,-0.148,0.014,-0.285,0.566,-1.138,0.667,-0.046,-0.284,0.741,0.212
0.885,0.018,-0.353,-0.285,-0.832,0.521,2.603,-0.109,-0.488,-0.005,-0.946
-0.014,-0.534,0.267,-0.285,-0.832,-1.138,0.733,0.883,0.531,0.741,1.37
0.403,-0.081,0.841,-0.285,1.167,-0.075,-0.807,0.169,-0.233,-0.005,0.212
0.247,2.039,-0.334,-0.565,1.167,-0.402,-0.686,-0.519,-0.309,-0.752,-0.946
-0.183,-0.926,0.643,-0.285,-0.832,1.279,-0.169,0.286,-0.182,2.98,0.212
-0.154,-0.596,1.245,-0.285,-0.832,1.279,0.117,2.035,0.582,-0.005,1.37
-0.512,-1.27,0.681,-0.285,1.167,1.279,-0.411,-0.375,0.073,0.741,-0.946
0.964,0.275,1.104,2.989,1.167,-0.075,-0.433,5.318,0.811,0.741,1.37
0.555,2.162,-0.494,2.989,0.134,-1.138,0.733,0.426,0.506,-0.005,1.37
0.247,2.039,-0.184,0.819,0.134,-0.402,-0.455,-0.519,0.48,0.741,-0.946
0.312,-1.141,-0.4,-0.285,-0.832,-2.792,1.52,0.502,-1.252,0.741,0.212
-1.358,-1.024,-0.747,-0.565,-0.832,-1.138,-0.373,-0.519,0.073,-1.498,-0.946
0.403,-0.081,0.427,-0.285,-0.832,0.521,1.503,0.321,-0.106,-0.005,0.212
-0.383,-1.331,-0.249,-0.285,-0.832,1.279,-0.439,0.683,-2.984,-0.005,-0.946
0.247,2.039,-1.02,-0.565,-0.832,1.279,-0.818,-0.519,0.76,-1.498,-0.946
0.562,0.392,-0.127,-0.285,-0.832,-0.402,0.337,-0.363,-0.819,-0.752,0.212
0.671,0.262,-0.212,-0.285,0.021,-0.402,0.491,0.535,-0.055,-0.005,1.37
-0.766,-1.257,-0.719,-0.565,1.167,0.268,-1.165,-0.519,1.422,-0.752,1.37
-0.355,-0.596,-1.095,-0.565,-0.832,1.279,-0.147,-0.519,0.174,-1.498,-0.946
-0.332,1.12,1.085,1.399,1.167,-0.402,-0.692,-0.519,-1.073,1.487,-0.946
-1.358,-1.024,-0.869,1.399,0.021,-2.792,0.37,-0.519,0.149,-0.752,-0.946
-0.043,-0.841,-0.005,-0.285,-0.832,-1.138,0.546,0.686,-0.157,-0.005,1.37
0.31,-0.671,0.08,-0.565,-0.832,0.268,-1.033,-0.519,1.168,-0.005,-0.946
-0.126,-0.963,-0.588,-0.285,0.134,-2.792,1.327,0.495,-1.252,-0.752,0.212
-1.267,-0.289,-0.071,-0.285,-0.832,0.521,0.331,-0.468,0.964,-0.752,-0.946
0.341,-0.32,0.578,2.989,1.167,1.279,-0.389,0.351,-0.335,-0.005,1.37
0.394,-0.044,0.258,-0.285,1.167,0.521,1.641,0.306,-0.08,-0.005,1.37
0.199,1.856,-0.146,-0.285,0.134,-1.138,0.491,-0.175,-1.456,-0.005,0.212
-0.191,0.863,1.292,-0.285,1.167,-1.138,-0.351,-0.282,-1.023,1.487,-0.946
0.247,2.039,0.455,-0.285,1.167,-2.792,0.513,-0.297,-0.004,0.741,0.212
-0.332,1.12,0.314,1.399,-0.832,-1.138,-0.142,-0.519,0.073,-0.005,0.212
0.635,0.936,3.546,2.989,0.134,1.279,-0.279,2.126,0.225,1.487,1.37
-0.771,-0.504,-1.057,-0.565,0.134,0.521,0.342,-0.519,0.251,-1.498,-0.946
0.889,0.863,-0.174,-0.285,-0.832,0.268,-1.154,-0.37,1.244,-0.005,-0.946
1.049,2.468,0.004,-0.285,0.134,-0.402,0.551,1.068,-0.08,0.741,1.37
-0.332,1.12,0.418,-0.565,1.167,-0.075,-1.011,-0.519,0.913,-0.005,-0.946
0.26,-0.473,-0.146,-0.285,0.134,0.521,1.602,-0.338,-0.793,-0.005,-0.946
0.113,-0.473,-0.982,-0.285,1.167,0.521,1.69,-0.341,1.168,-0.005,1.37
-1.267,-0.289,-1.048,-0.565,-0.832,-0.402,-0.444,-0.519,1.168,-1.498,-0.946
-0.423,-0.779,-0.409,-0.565,1.167,1.279,-0.428,-0.519,-0.36,-0.005,-0.946
0.314,0.17,-0.738,0.819,-0.832,-0.075,-0.747,-0.519,1.219,-0.752,-0.946
0.571,0.777,0.117,-0.285,-0.832,1.279,-0.395,-0.395,-1.073,-0.752,-0.946
1.804,1.672,-0.108,-0.285,-0.832,-0.075,-0.78,-0.15,0.888,-0.005,-0.946
-0.642,-1.576,-0.916,-0.565,0.021,1.279,-0.307,-0.519,-0.004,-0.752,1.37
-0.191,0.863,0.399,1.399,1.167,1.279,-1.005,-0.519,1.27,0.741,0.212
0.073,3.602,0.963,-0.565,0.021,-0.402,0.579,-0.519,0.684,3.726,-0.946
0.645,1.059,0.634,2.989,1.167,-0.402,0.276,1.442,-0.742,-0.005,1.37
-1.358,-1.024,-0.672,-0.565,-0.832,-1.138,-0.147,-0.519,0.684,-0.752,-0.946
-0.154,-0.596,-0.146,-0.285,1.167,0.268,-1.423,-0.339,1.448,-0.005,0.212
1.282,0.936,-1.302,1.629,-0.832,-0.402,0.254,-0.519,0.582,-1.498,-0.946
0.426,0.569,1.874,-0.285,1.167,-0.075,-0.719,-0.244,0.888,1.487,1.37
1.099,-0.148,-0.249,-0.565,-0.832,-0.402,0.166,-0.519,0.862,-0.005,-0.946
0.333,-0.608,-0.597,-0.565,0.021,-0.075,-0.532,-0.519,0.174,-0.005,0.212
0.875,0.765,0.587,-0.285,-0.832,1.279,0.106,0.652,0.302,1.487,1.37
0.378,-0.167,0.239,-0.285,0.021,-1.138,1.074,0.138,0.073,0.741,0.212
0.267,-0.105,-0.775,0.819,1.167,-0.075,-0.813,-0.519,1.091,-0.752,-0.946
1.094,1.58,0.023,-0.285,-0.832,-0.402,0.254,0.006,0.709,0.741,1.37
-0.771,-0.504,-0.681,-0.565,0.021,-0.402,-0.532,-0.519,0.658,-0.752,0.212
1.149,2.37,0.587,-0.285,1.167,-0.075,-0.554,-0.045,0.888,0.741,1.37
0.448,-0.35,0.596,-0.285,-0.832,0.268,-1.071,0.536,-0.182,2.98,1.37
0.555,2.162,0.174,2.989,0.021,-1.138,0.612,0.225,-0.029,-0.005,1.37
-0.332,1.12,-0.907,-0.565,0.021,-0.402,-0.565,-0.519,0.022,-0.752,-0.946
0.327,-0.145,-0.569,-0.285,-0.832,-0.075,-0.62,-0.328,-0.921,-0.005,-0.946
-0.988,0.63,-0.212,-0.565,0.566,-1.138,-0.235,-0.519,-0.895,-0.752,-0.946
0.824,0.293,-0.212,-0.285,-0.832,-1.138,0.722,1.139,0.888,-0.752,1.37
-5.352,0.446,-0.033,-0.285,1.167,-0.075,-0.774,-0.099,0.531,0.741,0.212
0.461,-0.289,-0.315,-0.285,-0.832,1.279,-0.197,-0.297,-0.182,0.741,0.212
-0.332,1.12,2.607,2.989,-0.832,-2.792,0.579,-0.094,-0.208,-0.005,0.212
0.009,-0.412,-0.099,-0.285,1.167,-0.075,-0.758,-0.439,0.964,-0.005,-0.946
0.885,2.836,-0.353,2.989,-0.832,-1.138,1.118,-0.067,-0.717,-0.005,0.212
0.745,0.765,-0.851,-0.285,0.134,0.521,2.537,0.893,-0.437,-1.498,1.37
0.378,-0.167,0.916,-0.285,-0.832,1.279,-0.065,0.235,0.429,1.487,1.37
-0.187,-1.0,-0.334,0.674,1.167,0.268,-1.126,-0.519,1.193,-0.005,1.37
0.868,-0.185,-0.775,-0.565,1.167,0.268,-1.379,-0.519,1.372,-0.752,-0.946
-0.988,0.63,-0.869,-0.565,1.167,-0.075,-1.247,-0.519,1.422,-0.752,0.212
0.559,-0.075,2.851,1.061,1.167,0.268,-0.983,0.282,1.091,-0.005,1.37
-1.791,-0.657,-0.306,-0.565,-0.832,1.279,-0.719,-0.519,0.582,-0.005,-0.946
0.461,-0.35,0.474,-0.285,0.134,0.521,2.257,1.524,-0.258,1.487,1.37
-0.332,1.12,-0.775,-0.565,1.167,1.279,-0.725,-0.519,-0.233,-0.752,-0.946
-1.437,-0.093,-0.888,-0.565,1.167,0.521,0.183,-0.519,-0.793,-1.498,-0.946
0.779,-0.473,0.258,2.989,1.167,-0.075,-0.912,0.717,1.117,-0.005,1.37
-5.352,0.446,-0.616,-0.285,0.021,-0.402,0.524,-0.466,-0.895,-0.752,-0.946
0.306,-0.301,-0.625,-0.285,0.021,1.279,0.029,-0.396,-1.252,-0.005,-0.946
-0.739,-0.381,-0.738,-0.565,1.167,-0.402,-0.642,-0.519,0.989,-0.752,-0.946
0.507,-0.338,-0.794,-0.565,-0.832,-0.075,-0.659,-0.519,0.225,-0.752,-0.946
-0.658,-1.533,-0.512,2.989,-0.832,-2.792,2.009,0.148,0.073,-0.752,1.37
-0.658,-1.533,-1.038,-0.565,-0.832,-0.402,0.15,-0.519,0.047,-1.498,-0.946
-1.267,-0.289,-1.264,-0.565,-0.832,-1.138,-0.026,-0.519,0.837,-1.498,-0.946
-0.864,0.305,-1.292,-0.939,-0.832,-0.402,-0.631,-0.519,-0.233,-1.498,-2.104
-1.197,-0.289,-0.982,-0.565,1.167,1.279,-1.005,-0.519,1.321,-1.498,-0.946
0.073,3.602,-0.541,-0.565,1.167,-0.075,-0.73,-0.519,0.964,-0.005,-0.946
0.258,-0.736,-0.7,-0.565,1.167,1.279,0.073,-0.519,1.422,-0.752,-0.946
0.442,-0.779,-0.137,-0.285,-0.832,-0.402,0.628,-0.389,-0.411,0.741,-0.946
0.885,0.018,0.437,-0.285,0.021,-0.402,0.155,0.195,0.149,-0.005,0.212
0.478,-0.05,0.972,-0.285,-0.832,-1.138,1.14,0.281,0.022,0.741,1.37
0.91,0.477,-0.681,0.674,1.167,-0.075,-0.84,-0.519,0.989,-0.005,-0.946
0.336,1.856,1.0,-0.285,-0.832,1.279,-0.175,0.174,-0.844,2.234,0.212
-0.423,-0.779,-1.076,-0.565,1.167,-0.075,-0.587,-0.519,-0.055,-0.752,-0.946
0.336,1.856,1.714,1.061,-0.832,1.279,-0.362,4.396,0.174,0.741,1.37
0.775,-0.026,0.211,-0.285,0.021,0.521,2.735,0.974,-0.106,-0.005,1.37
-0.332,1.12,2.137,-0.285,1.167,1.279,-0.917,0.559,1.219,0.741,1.37
-0.332,1.12,-0.55,-0.565,-0.832,-0.402,-0.543,-0.519,0.073,-0.005,1.37
-0.771,-0.504,-0.653,-0.565,-0.832,1.279,-0.769,-0.519,-0.182,-0.752,-0.946
-0.331,1.604,0.286,-0.285,1.167,0.268,-1.379,-0.285,1.448,-0.005,-0.946
0.247,2.039,-0.024,-0.285,1.167,-0.402,-0.384,-0.261,-0.258,1.487,-0.946
-0.191,0.863,0.023,1.399,1.167,1.279,-0.785,-0.519,1.015,0.741,-0.946
-0.083,-0.497,0.587,-0.285,-0.832,-0.075,-0.637,-0.166,0.607,-0.005,0.212
0.779,-0.473,1.705,2.989,-0.832,-0.402,0.183,0.153,-0.004,1.487,1.37
1.078,0.74,0.296,-0.285,-0.832,-0.075,-0.466,-0.296,0.327,-0.005,-0.946
-0.475,-1.165,0.145,-0.285,0.566,1.279,-0.356,-0.437,-0.819,-0.005,-0.946
-0.191,0.863,-0.907,-0.565,0.021,-1.138,-0.092,-0.519,0.658,-0.752,-0.946
0.889,0.863,1.386,-0.285,1.167,-0.075,-0.895,0.152,1.066,1.487,0.212
-0.988,0.63,-0.259,-0.565,1.167,1.279,-1.005,-0.519,1.244,-0.752,0.212
1.028,0.691,0.559,-0.285,0.021,-0.402,0.414,0.079,-0.004,-0.005,-0.946
0.043,0.789,3.453,-0.285,1.167,-0.402,-0.593,-0.001,0.327,1.487,-0.946
0.622,0.287,0.258,2.989,-0.832,1.279,-0.252,0.448,0.658,0.741,1.37
0.379,-0.167,0.051,-0.285,-0.832,-0.402,0.612,0.331,0.174,0.741,1.37
-1.267,-0.289,-0.747,-0.565,-0.832,0.521,0.271,-0.519,-0.513,-1.498,-0.946
1.097,0.817,-0.71,-0.565,-0.832,1.279,-0.015,-0.519,0.174,-0.752,0.212
-0.126,-0.963,-0.775,-0.565,-0.832,-0.402,0.232,-0.519,0.811,-0.752,-0.946
0.13,-0.473,-0.606,-0.565,-0.832,-0.402,0.32,-0.519,0.225,-0.752,-0.946
-0.476,-0.779,-0.728,-0.565,0.021,0.521,2.108,-0.519,-0.946,-0.752,-0.946
0.281,-0.13,-0.588,-0.285,-0.832,-0.402,0.436,-0.282,-1.252,-0.752,0.212
-1.267,-0.289,-0.212,-0.565,-0.832,1.279,-0.961,-0.519,-0.284,-1.498,-0.946
0.055,0.14,-0.822,-0.565,0.021,1.279,-0.29,-0.519,0.098,-0.752,0.212
-0.332,1.12,-0.24,-0.565,-0.832,-0.402,-0.62,-0.519,0.276,0.741,-0.946
-1.358,-1.024,-0.606,-0.565,0.021,-1.138,-0.362,-0.519,-0.106,-0.005,-0.946
0.009,-0.412,0.54,2.989,-0.832,-0.402,0.447,0.616,0.073,0.741,1.37
0.884,-0.135,-0.39,-0.285,1.167,0.268,-0.983,-0.376,1.448,-0.005,-0.946
-0.383,-1.331,-0.963,-0.285,-0.832,-2.792,1.47,-0.212,-0.055,-1.498,-0.946
0.276,-0.412,-1.151,-0.565,-0.832,-0.075,-0.906,-0.519,-0.004,-1.498,-0.946
0.056,-1.545,0.239,-0.285,-0.832,-1.138,0.584,0.771,0.557,1.487,1.37
0.949,-0.118,-0.118,-0.285,-0.832,-0.402,0.243,-0.107,0.098,1.487,0.212
0.436,0.753,-0.212,-0.285,0.021,-1.138,0.491,-0.026,-0.055,-0.005,0.212
0.258,-0.736,0.07,-0.285,0.134,0.521,2.939,0.388,0.022,-0.005,1.37
-0.771,-0.504,-0.681,-0.565,0.021,-0.402,-0.532,-0.519,0.658,-0.752,0.212
-0.355,-0.596,-1.114,-0.565,-0.832,-0.075,-0.648,-0.519,0.174,-1.498,-0.946
0.699,0.268,-0.531,-0.285,0.134,0.521,1.371,-0.447,-1.252,-0.752,-0.946
-0.52,-1.208,0.38,-0.285,1.167,-0.075,-0.983,1.483,1.346,0.741,1.37
0.514,0.17,1.151,-0.285,-0.832,1.279,0.084,1.11,0.327,2.98,1.37
1.204,1.61,0.54,-0.285,1.167,-0.075,-0.461,0.642,-1.252,-0.005,0.212
-0.332,1.12,-0.456,-0.285,0.134,-2.792,1.685,-0.294,-0.819,0.741,0.212
0.392,-0.586,-0.775,-0.285,0.134,0.521,1.003,-0.024,-2.984,-0.752,0.212
0.152,0.017,-1.114,1.629,1.167,0.268,-1.022,-0.519,1.27,-1.498,-0.946
0.69,-0.596,-0.014,-0.285,-0.832,-0.075,-0.95,-0.048,-1.736,0.741,-0.946
-0.166,-0.473,-1.01,-0.565,-0.832,-0.075,-0.56,-0.519,1.015,-0.752,-0.946
0.347,-0.632,0.888,2.989,-0.832,1.279,0.106,1.289,0.276,1.487,1.37
-0.154,-0.596,-0.23,-0.285,0.021,-0.402,0.595,-0.317,-0.258,0.741,-0.946
0.381,0.691,2.241,-0.285,-0.832,-0.075,-0.455,3.382,0.913,2.234,1.37
0.379,-0.167,-0.371,-0.285,-0.832,-1.138,1.151,0.406,-0.437,-0.005,1.37
0.005,0.875,1.386,-0.285,1.167,1.279,-0.18,0.352,0.302,0.741,1.37
