Standardized Median Revenue per Commune,Standardized Median Price per Commune,Standardized Livable Space (m2),Standardized Subtype of Property Score,Standardized State of the Building Score,Standardized PEB Score,Standardized Primary Energy Consumption (kWh/m2),Standardized Surface of the Land (m2),Standardized Construction Year,Standardized Number of Rooms,Standardized Number of Facades
0.671,0.262,0.662,-0.285,0.021,1.279,-0.257,0.108,-0.233,1.487,1.37
0.333,-0.608,0.061,-0.285,1.167,-0.075,-0.488,-0.294,-0.36,-0.005,-0.946
0.671,0.262,0.277,-0.285,1.167,0.268,-1.159,-0.184,1.244,0.741,0.212
-1.437,-0.093,-1.02,-0.565,-0.832,-0.402,-0.642,-0.519,0.073,-1.498,-0.946
0.006,-0.412,-1.245,-0.565,-0.832,-0.402,0.194,-0.519,-0.004,-1.498,-0.946
0.371,-0.412,1.019,-0.285,1.167,-0.075,-0.56,0.353,0.2,0.741,1.37
0.741,4.0,1.085,0.819,-0.832,-0.402,-0.07,-0.519,0.989,0.741,1.37
0.964,0.275,0.089,-0.285,1.167,0.521,2.944,2.094,-0.309,0.741,0.212
-0.864,0.305,-0.869,-0.565,0.134,0.521,0.21,-0.519,-1.481,-1.498,-0.946
0.555,2.162,-0.954,-0.565,0.134,-0.402,0.194,-0.519,0.098,-0.752,-0.946
0.22,-0.963,0.427,-0.285,1.167,-0.402,0.166,0.329,0.124,-0.005,0.212
-1.267,-0.289,-0.916,-0.565,-0.832,-0.402,-0.384,-0.519,-0.437,-0.005,-0.946
0.701,0.164,-0.137,-0.285,-0.832,-0.402,0.562,0.289,0.506,-0.752,1.37
0.25,-0.289,0.117,-0.285,-0.832,1.279,-0.367,0.659,0.913,0.741,1.37
0.26,-0.473,-0.193,-0.285,-0.832,-0.075,-0.857,0.343,1.015,0.741,1.37
-0.766,-1.257,-0.822,-0.565,1.167,0.268,-1.132,-0.519,1.448,-0.752,-0.946
0.514,0.17,0.474,-0.285,1.167,0.268,-1.055,-0.008,1.142,-0.005,0.212
0.006,-0.412,-0.653,-0.565,-0.832,-0.075,-0.939,-0.519,0.327,-0.752,-0.946
-0.549,-1.512,1.292,2.989,-0.832,1.279,-0.488,0.332,0.709,-0.752,1.37
0.699,0.268,0.737,-0.285,-0.832,-0.402,0.623,2.239,0.022,0.741,1.37
-5.352,0.446,0.399,-0.565,0.021,-0.075,-0.648,-0.519,-0.768,-0.752,-0.946
-0.622,-1.495,0.549,2.989,-0.832,-0.402,0.128,2.11,-0.335,0.741,1.37
-0.475,-1.165,-0.118,-0.285,-0.832,-0.402,0.221,-0.282,-1.226,0.741,-0.946
0.847,1.059,-0.634,-0.285,0.021,-0.402,0.584,-0.102,-0.182,-1.498,0.212
0.203,-0.608,-0.475,-0.285,1.167,1.279,-0.246,-0.409,-1.252,-0.752,-0.946
0.396,-0.228,-0.343,-0.285,0.134,0.521,1.503,-0.329,-0.539,-0.752,-0.946
0.157,0.324,-0.954,0.819,-0.832,-1.138,0.672,-0.519,-0.564,-1.498,-0.946
-1.04,-1.576,-0.559,-0.285,-0.832,-1.138,0.441,-0.442,-1.252,0.741,-0.946
-0.988,0.63,-0.71,1.399,-0.832,-0.075,-1.159,-0.519,1.168,-0.752,-0.946
-0.332,1.12,-0.324,0.819,1.167,-2.792,0.634,-0.519,0.2,-0.005,0.212
-0.658,-1.533,0.69,-0.285,0.021,-1.138,0.667,0.334,-0.131,0.741,0.212
-1.04,-1.576,-0.691,-0.565,-0.832,1.279,-0.989,-0.519,1.091,-0.752,-0.946
1.195,0.875,0.549,-0.285,1.167,-0.075,-0.703,-0.11,0.786,-0.005,-0.946
0.315,-0.289,-0.963,-0.565,0.021,-0.075,-0.835,-0.519,0.302,-1.498,-0.946
0.65,-0.044,-0.644,-0.285,0.021,-1.138,1.179,-0.406,0.276,-0.005,0.212
0.985,1.427,0.023,-0.285,-0.832,1.279,-0.34,0.352,0.276,-0.005,0.212
1.056,2.683,0.098,0.674,1.167,0.268,-0.989,-0.519,1.397,-0.005,-0.946
0.569,0.501,-0.775,-0.565,-0.832,1.279,-0.087,-0.519,0.047,-0.752,-0.946
0.973,0.385,0.408,-0.285,0.566,1.279,-0.054,1.591,-0.182,-0.005,1.37
-0.332,1.12,0.916,2.989,1.167,-1.138,-0.109,-0.313,-0.691,0.741,0.212
-1.306,-0.963,0.897,-0.285,0.134,-2.792,1.542,-0.266,-1.201,1.487,-0.946
-1.197,-0.289,-0.775,-0.565,-0.832,-0.402,-0.692,-0.519,-1.43,-0.752,-0.946
0.04,-0.602,1.386,2.989,1.167,-0.075,-0.747,2.429,1.015,1.487,1.37
-0.176,-1.208,-1.048,-0.565,-0.832,1.279,0.04,-0.519,0.276,-1.498,-0.946
-0.768,-0.779,-0.597,-0.565,-0.832,-1.138,-0.147,-0.519,-0.08,-0.005,-0.946
-0.01,-0.73,-0.137,-0.285,1.167,-0.402,0.458,0.391,-0.411,-0.005,-0.946
-0.476,-0.779,0.859,-0.285,0.134,-0.402,0.37,-0.452,-1.252,1.487,1.37
-0.432,-1.331,-0.616,-0.565,-0.832,-0.075,-0.791,-0.519,0.964,-0.752,0.212
-5.352,0.446,-0.963,-0.565,0.134,-0.402,0.276,-0.519,0.149,-1.498,-0.946
0.005,-1.208,-0.681,-0.565,-0.832,1.279,-0.323,-0.519,0.658,-0.005,1.37
-5.352,0.446,-0.23,-0.285,0.021,1.279,-0.252,-0.427,-0.946,0.741,-0.946
0.856,0.287,-0.794,-0.565,-0.832,-0.075,-0.807,-0.519,1.193,-0.752,-0.946
1.099,-0.148,0.127,-0.285,0.021,-1.138,0.601,-0.289,-0.106,-0.005,0.212
0.657,0.385,0.455,-0.285,-0.832,0.268,-1.401,0.074,1.346,-0.005,1.37
0.552,-0.167,1.667,-0.285,-0.832,1.279,-0.549,0.513,0.709,0.741,1.37
1.575,0.998,-0.296,-0.285,0.021,1.279,-0.065,-0.35,0.251,-0.005,-0.946
-0.739,-0.381,-0.569,-0.565,1.167,-1.138,-0.12,-0.519,0.455,-0.005,0.212
-0.481,-0.473,-0.907,-0.565,-0.832,-0.075,-0.719,-0.519,-0.029,-1.498,-0.946
0.267,-0.105,0.474,-0.379,1.167,1.279,-0.29,-0.303,0.302,-0.005,-0.946
1.046,0.863,-0.118,-0.285,-0.832,-0.075,-0.433,0.095,0.811,-0.005,0.212
0.095,-0.741,-0.879,-0.565,1.167,-0.075,-0.84,-0.519,1.219,-0.752,-0.946
0.416,0.507,2.137,1.399,1.167,0.268,-1.242,-0.519,1.372,-0.752,-0.946
-0.459,-1.368,-0.578,-0.285,-0.832,-1.138,0.463,-0.23,-0.844,0.741,-0.946
0.244,-0.289,-0.945,-0.565,1.167,-0.075,-0.934,-0.519,1.142,-1.498,-0.946
0.26,-0.657,-0.681,0.674,-0.832,-0.075,-0.846,-0.519,1.091,-0.752,-0.946
-0.154,-0.596,-0.644,-0.285,-0.832,-0.402,0.243,-0.32,-0.055,-0.005,-0.946
-0.063,-0.442,0.258,-0.285,0.566,1.279,-0.323,0.393,-0.233,0.741,1.37
-0.476,-0.779,-0.963,-0.565,-0.832,0.268,-1.038,-0.519,0.506,-0.752,-0.946
0.841,0.936,0.38,-0.285,-0.832,-0.075,-0.615,-0.119,0.684,-0.005,1.37
0.403,-0.081,0.164,-0.285,1.167,-0.075,-0.835,-0.213,1.117,-0.005,0.212
0.61,-0.657,0.051,-0.285,1.167,-0.075,-0.818,0.1,0.506,-0.005,1.37
0.699,0.268,-0.212,-0.285,0.021,1.279,0.111,-0.155,0.557,-0.005,0.212
0.157,0.324,1.555,2.989,1.167,0.268,-1.033,0.351,1.422,0.741,1.37
-0.154,-0.596,-0.841,-0.565,1.167,0.268,-1.231,-0.519,1.346,-0.752,-0.946
-0.841,-0.963,-0.963,-0.565,-0.832,-2.792,1.85,-0.519,-0.182,-0.752,-0.946
-0.988,0.63,-0.813,-0.565,-0.832,-0.402,-0.466,-0.519,-0.335,-0.752,0.212
-0.189,-0.568,-0.728,-0.565,1.167,1.279,-0.527,-0.519,0.888,-0.005,1.37
0.416,0.507,-0.879,-1.577,-0.832,1.279,-0.279,-0.519,-2.984,-1.498,0.212
0.973,0.354,-0.184,-0.285,1.167,-0.075,-0.73,-0.148,-0.029,-0.005,-0.946
-0.423,-0.779,-0.869,-0.565,1.167,-0.075,-0.477,-0.519,-0.258,-0.752,-0.946
1.048,0.753,2.917,2.989,1.167,1.279,-0.411,1.91,0.862,0.741,1.37
1.282,0.936,-1.132,-0.565,0.021,1.279,-0.18,-0.519,0.225,-1.498,0.212
0.152,0.017,-1.132,-0.565,-0.832,0.268,-1.011,-0.519,1.142,-1.498,-0.946
0.095,-0.741,0.033,-0.285,1.167,-0.075,-0.659,-0.338,0.302,-0.005,-0.946
0.195,-0.473,-0.071,-0.285,-0.832,-0.402,0.485,-0.323,-1.736,-0.752,-0.946
-0.01,-0.73,-0.963,-0.565,-0.832,1.279,-0.065,-0.519,-0.029,-0.005,-0.946
0.478,-0.05,-0.973,-0.565,-0.832,-0.402,0.183,-0.519,0.684,-1.498,-0.946
0.964,0.275,-0.296,-0.285,1.167,1.279,-0.081,-0.142,-0.029,-0.005,0.212
0.267,-0.105,-0.409,-0.285,0.566,-0.075,-0.653,-0.41,-1.252,-0.005,-0.946
-0.423,-0.779,-1.123,-0.565,-0.832,1.279,-0.263,-0.519,0.557,-1.498,-0.946
0.555,2.162,4.354,-0.285,1.167,-0.075,-0.807,0.884,0.76,3.726,1.37
-0.423,-0.779,-0.973,0.819,-0.832,1.279,-0.274,-0.519,0.2,-0.752,-0.946
0.949,-0.118,0.765,2.989,1.167,0.268,-1.379,1.105,1.219,0.741,1.37
0.39,-0.228,-1.245,-0.939,0.566,0.521,1.19,-0.519,0.073,-1.498,1.37
-1.267,-0.289,-0.907,-0.565,-0.832,1.279,-0.983,-0.519,1.321,-0.752,-0.946
0.767,-0.246,-0.804,-0.565,1.167,0.268,-1.341,-0.519,1.422,-1.498,-0.946
0.69,-0.596,0.869,2.989,-0.832,1.279,0.056,1.258,-1.354,0.741,1.37
0.276,-0.412,-0.381,-0.285,0.566,1.279,-0.296,-0.415,-1.736,-0.005,-0.946
-0.864,0.305,-0.616,-0.285,0.134,-2.792,2.174,-0.439,-1.226,-0.005,-0.946
-0.403,-0.877,-0.794,-0.565,-0.832,-0.075,-0.923,-0.519,0.633,-0.005,-0.946
-1.267,-0.289,-0.409,0.819,-0.832,1.279,-0.884,-0.519,1.397,-0.005,-0.946
0.71,0.501,1.198,2.989,1.167,1.279,-0.296,0.97,0.888,0.741,1.37
0.009,-0.412,0.258,-0.285,1.167,-0.402,0.458,0.371,-0.946,1.487,-0.946
-1.306,-0.963,-0.277,-0.285,1.167,-1.138,-0.213,-0.327,0.073,-0.005,-0.946
0.031,-1.294,-0.193,1.061,0.134,-2.792,2.977,-0.344,-3.162,-0.005,-0.946
0.267,-0.105,0.23,-0.285,1.167,1.279,-0.186,0.265,0.251,0.741,1.37
-1.791,-0.657,-0.315,0.819,-0.832,-1.138,-0.301,-0.519,0.888,-0.005,-0.946
-1.04,-1.576,-0.484,-0.285,0.021,-2.792,1.839,-0.395,-1.252,0.741,-0.946
0.772,-0.436,0.333,2.989,-0.832,1.279,0.067,8.864,-0.284,-0.005,1.37
0.019,0.17,-0.212,-0.285,-0.832,0.521,1.69,-0.296,-0.08,0.741,0.212
-0.481,-0.473,-1.339,-0.939,0.021,-1.138,0.777,-0.519,-1.838,-1.498,-0.946
0.314,0.17,-0.155,-0.285,-0.832,1.279,0.007,-0.174,-0.997,-0.005,-0.946
-0.481,-0.473,-0.653,1.399,-0.832,1.279,-0.417,-0.519,0.786,-0.752,-0.946
-0.423,-0.779,0.869,-0.285,0.134,0.521,1.822,0.317,0.225,0.741,1.37
-0.768,-0.779,0.258,-0.285,1.167,1.279,-0.862,-0.41,0.913,0.741,-0.946
-0.549,-1.512,-0.371,-0.285,-0.832,-1.138,0.348,0.235,0.149,-0.752,1.37
-1.04,-1.576,-0.738,-0.565,-0.832,-0.075,-0.84,-0.519,0.302,-0.752,-0.946
0.885,0.018,-0.719,-0.565,-0.832,-0.075,-0.609,-0.519,0.837,-0.752,-0.946
0.378,-0.167,-0.738,-0.565,-0.832,-0.075,-0.631,-0.519,0.811,-0.752,-0.946
0.567,-0.167,1.254,-0.285,-0.832,-0.075,-0.78,0.615,0.404,1.487,1.37
0.866,1.194,1.254,1.061,-0.832,-0.075,-0.868,0.85,1.193,1.487,1.37
0.416,0.507,-0.841,-0.565,1.167,-0.075,-0.604,-0.519,0.582,-0.752,1.37
0.073,3.602,-0.794,-0.565,1.167,0.268,-1.143,-0.519,1.066,-0.752,-0.946
-0.332,1.12,0.54,-0.285,0.021,-2.792,0.738,-0.003,-0.793,1.487,0.212
-5.352,0.446,-1.161,-0.565,0.021,-0.402,0.568,-0.519,-0.004,-1.498,-0.946
-0.864,0.305,0.136,1.399,0.566,1.279,-0.934,-0.519,-1.405,-0.752,0.212
0.157,0.324,3.077,1.061,0.021,-1.138,1.074,0.539,-0.488,2.234,-0.946
0.405,0.017,-1.236,-0.565,-0.832,-0.075,-0.433,-0.519,-0.106,-1.498,-0.946
0.095,-0.741,-0.212,-0.285,0.134,0.521,1.657,-0.157,-0.895,-0.005,-0.946
0.567,-0.167,-0.155,-0.285,-0.832,-0.075,-0.521,0.114,1.091,0.741,0.212
-1.358,-1.024,-0.212,-0.379,0.134,0.521,0.084,-0.29,0.276,0.741,-0.946
1.141,-0.393,0.54,-0.285,-0.832,1.279,-0.373,0.432,0.989,-0.005,1.37
-0.332,1.12,-0.775,-0.565,0.566,1.279,-0.906,-0.519,-0.157,-0.752,-0.946
0.818,-0.841,6.713,-0.285,0.566,-0.075,-0.78,-0.299,-1.71,-0.005,0.212
0.152,0.017,0.822,0.674,1.167,-0.075,-0.95,-0.519,-2.984,0.741,-0.946
0.699,0.268,-0.212,-0.285,0.021,0.521,3.346,1.172,-0.157,-0.752,1.37
0.333,-0.608,0.578,-0.285,-0.832,1.279,0.111,0.415,0.735,-0.005,0.212
1.097,0.817,-0.916,-0.565,1.167,0.268,-0.983,-0.519,-0.055,-0.752,-0.946
-5.352,0.446,0.08,-0.285,0.021,-0.075,-0.499,-0.39,-0.793,0.741,-0.946
0.4,0.14,-0.55,-0.285,0.021,0.521,2.378,-0.103,-0.946,-0.005,0.212
0.245,0.14,1.611,2.989,1.167,1.279,-0.164,0.429,0.582,0.741,1.37
0.314,0.17,0.888,-0.285,1.167,0.268,-1.313,-0.231,1.321,1.487,-0.946
1.195,0.875,0.023,-0.285,0.134,1.279,-0.081,0.217,0.633,-0.752,1.37
1.123,0.506,-0.851,-0.565,-0.832,-0.075,-0.615,-0.519,0.251,-0.752,-0.946
0.779,-0.473,0.493,-0.285,-0.832,1.279,-0.191,-0.303,-0.946,0.741,-0.946
-1.267,-0.289,-1.339,-1.337,1.167,-0.075,-1.258,-0.519,1.397,-1.498,-0.946
0.532,1.028,-0.447,-0.285,0.134,1.279,-0.186,0.389,-1.073,-0.005,1.37
0.514,0.17,0.549,-0.285,-0.832,1.279,-0.208,0.717,0.022,-0.005,1.37
0.339,-0.504,-0.634,1.384,1.167,0.521,1.025,-0.519,-2.984,-0.752,-0.946
0.61,-0.657,-0.165,-0.285,1.167,1.279,-0.081,0.036,0.251,0.741,0.212
0.27,-0.608,0.108,-0.285,-0.832,-1.138,0.661,0.075,-2.347,-0.005,0.212
-0.771,-0.504,-0.916,-0.565,0.021,1.279,-0.873,-0.519,1.142,-0.752,0.212
0.255,-0.289,0.333,-0.285,1.167,1.279,0.04,0.031,0.251,1.487,1.37
0.31,-0.671,-0.052,-0.285,1.167,-0.075,-0.488,0.245,1.193,-0.005,1.37
-0.02,-0.197,-0.052,-0.285,-0.832,-0.402,0.067,-0.198,-1.965,0.741,-0.946
1.097,0.817,-0.315,-0.285,-0.832,-1.138,1.173,-0.097,-0.742,-0.005,0.212
0.331,-0.718,-0.916,-0.565,1.167,-0.075,-1.055,-0.519,1.27,-0.752,0.212
0.868,-0.185,-0.071,-0.285,-0.832,1.279,-0.076,-0.016,0.022,-0.005,1.37
-0.423,-0.779,-0.916,-0.565,-0.832,-0.075,-0.455,-0.519,0.811,-0.752,-0.946
1.469,1.849,-0.202,-0.285,0.134,0.521,2.878,2.879,0.455,0.741,1.37
0.891,0.765,2.024,-0.285,0.134,1.279,-0.032,0.002,0.251,0.741,1.37
-0.187,-1.0,-0.052,-0.285,-0.832,-0.402,0.095,-0.027,-1.532,0.741,1.37
0.461,-0.35,-1.029,-0.565,-0.832,-0.075,-0.862,-0.519,1.091,-1.498,-0.946
0.394,-0.044,-0.869,-0.285,1.167,1.279,-0.219,-0.426,-1.252,-0.752,-0.946
0.645,1.059,-0.926,-0.565,-0.832,-1.138,1.173,-0.519,0.658,-1.498,-0.946
0.306,-0.301,-0.296,-0.285,-0.832,1.279,-0.076,-0.337,-0.36,-0.005,-0.946
-1.08,-0.841,-0.644,-0.565,1.167,1.279,-0.884,-0.519,0.964,-0.752,-0.946
0.009,-1.392,1.047,-0.285,-0.832,-0.402,0.194,1.091,-1.71,1.487,1.37
-0.395,-1.202,0.023,-0.285,-0.832,1.279,-0.18,-0.334,-0.411,-0.005,-0.946
-1.437,-0.093,-0.512,-0.565,1.167,-1.138,-0.307,-0.519,-0.946,-0.752,0.212
0.073,3.602,-0.822,-0.565,-0.832,0.268,-1.352,-0.519,1.422,-0.752,-0.946
-0.154,-0.596,-0.165,-0.285,-0.832,-0.075,-0.829,-0.311,-0.946,-0.005,-0.946
-1.197,-0.289,3.8,-0.565,0.134,-2.792,0.496,-0.519,-0.004,3.726,-0.946
1.282,0.936,-0.447,0.674,1.167,0.268,-1.308,-0.519,1.244,-0.752,-0.946
0.442,-0.779,-0.804,-0.565,1.167,0.268,-1.203,-0.519,1.346,-1.498,-0.946
0.314,0.17,-0.418,-0.285,0.566,1.279,-0.07,-0.432,-1.252,-0.005,-0.946
0.973,0.354,-0.033,-0.285,1.167,-0.075,-0.89,-0.219,0.073,0.741,-0.946
-0.166,-0.473,0.07,-0.285,0.134,-0.402,0.573,-0.358,-0.946,-0.005,-0.946
0.157,0.324,-0.212,2.989,0.021,-1.138,0.837,0.018,0.124,-0.752,1.37
0.281,-0.13,0.568,-0.285,0.021,1.279,-0.032,-0.347,-0.284,2.98,0.212
0.928,-0.105,1.0,-0.285,1.167,1.279,-0.142,0.977,0.989,0.741,1.37
0.555,2.162,4.326,1.061,0.566,1.279,-0.444,3.096,0.557,1.487,1.37
-1.267,-0.289,-0.822,-0.565,0.021,-1.138,-0.296,-0.519,-0.233,-1.498,-0.946
0.258,-0.736,0.747,-0.565,-0.832,-0.075,-0.521,-0.519,0.047,-0.005,-0.946
0.314,0.17,0.399,-0.285,0.134,0.521,1.718,-0.339,-0.768,0.741,-0.946
0.699,0.268,-0.785,-0.565,1.167,0.268,-1.005,-0.519,0.735,-0.752,2.528
0.246,0.998,0.296,-0.285,-0.832,-0.402,0.419,-0.372,-0.946,-0.005,-0.946
-0.797,-1.576,-0.588,-0.285,1.167,1.279,-0.395,-0.283,-0.131,-0.752,-0.946
0.542,-0.105,-0.202,-0.285,-0.832,-0.402,0.502,-0.124,-0.106,-0.005,0.212
0.461,-0.289,-1.01,-0.565,-0.832,0.268,-1.077,-0.519,1.219,-1.498,-0.946
-1.197,-0.289,-0.691,-0.565,1.167,1.279,-0.725,-0.519,1.066,-0.752,-0.946
-1.358,-1.024,-0.869,-0.565,0.134,-1.138,-0.12,-0.519,-0.055,-1.498,-0.946
0.74,-0.758,0.484,-0.285,1.167,-0.075,-0.604,0.51,1.066,0.741,1.37
-1.197,-0.289,1.855,-0.285,-0.832,-2.792,0.507,-0.378,-0.895,2.234,-0.946
0.779,-0.473,-0.418,-0.565,-0.832,-1.138,1.041,-0.519,-0.157,-0.752,1.37
0.055,0.14,-0.597,-0.565,-0.832,-0.075,-0.791,-0.519,0.709,-0.005,0.212
-0.233,-0.963,2.175,-0.285,0.021,-0.402,-0.081,-0.12,-2.984,0.741,0.212
-0.459,-1.368,-0.334,-0.285,1.167,1.279,-0.444,-0.197,0.073,0.741,-0.946
0.218,-0.596,-0.212,-0.285,0.134,0.521,2.455,0.13,-0.08,-0.005,1.37
-1.306,-0.963,-0.954,-0.565,-0.832,-0.402,-0.444,-0.519,0.327,-0.752,-0.946
0.405,0.017,0.521,2.989,-0.832,-0.402,0.32,-0.032,-0.233,0.741,1.37
0.6,0.14,3.453,2.989,1.167,-0.075,-0.642,2.037,1.015,1.487,1.37
0.996,0.428,0.089,-0.285,-0.832,-0.402,0.458,1.157,-0.029,0.741,0.212
-1.197,-0.289,-0.757,-0.565,0.021,-2.792,0.865,-0.519,-1.073,-0.752,-0.946
1.173,0.691,0.277,-0.379,-0.832,1.279,0.007,-0.316,0.124,0.741,-0.946
0.86,0.115,-0.202,-0.285,0.566,-0.075,-0.609,0.001,0.913,-0.752,0.212
0.258,-0.736,-0.324,-0.285,0.021,-0.402,0.507,-0.407,-1.736,-0.005,0.212
0.699,0.268,-0.757,0.674,-0.832,0.268,-0.983,-0.519,1.193,-0.752,-0.946
-0.083,-0.497,-0.569,-0.565,1.167,-0.075,-0.433,-0.519,0.684,-0.752,-0.946
0.368,0.262,0.578,-0.285,-0.832,-0.402,0.65,-0.042,0.073,1.487,0.212
0.358,0.118,-0.728,-0.565,-0.832,-0.075,-0.697,-0.519,1.091,-0.752,-0.946
0.741,4.0,0.643,2.989,-0.832,-0.402,0.122,2.073,0.2,0.741,1.37
0.442,-0.779,0.408,-0.285,0.021,0.521,2.108,-0.018,-0.284,0.741,1.37
0.91,0.477,-0.118,-0.285,-0.832,-0.075,-0.917,-0.065,1.015,-0.005,0.212
0.009,-0.412,-1.02,-0.565,-0.832,-1.138,0.854,-0.519,0.098,-0.752,-0.946
1.056,2.683,1.047,-0.285,1.167,1.279,-0.197,-0.176,-0.946,0.741,1.37
0.841,0.936,4.204,-0.285,-0.832,-0.075,-0.659,0.121,-0.233,2.98,-0.946
-1.306,-0.963,-0.822,0.819,1.167,0.521,0.007,-0.519,0.098,-0.005,-0.946
-0.246,-1.27,0.916,2.989,0.566,0.268,-1.269,2.212,1.321,-0.005,1.37
-1.04,-1.576,-0.86,-0.565,0.021,1.279,-0.257,-0.519,-0.182,-0.005,-0.946
0.272,0.14,0.305,-0.285,-0.832,-0.075,-0.653,-0.095,1.295,0.741,-0.946
-1.04,-1.576,-0.4,-0.565,0.021,-0.075,-0.758,-0.519,-0.08,-0.752,-0.946
-0.139,-1.086,-0.681,-0.565,-0.832,-0.075,-1.011,-0.519,0.837,-0.752,-0.946
-0.254,-0.718,-0.926,-0.565,-0.832,-0.075,-0.664,-0.519,1.015,-1.498,-0.946
0.981,2.337,0.004,-0.285,0.134,0.521,2.081,5.012,0.098,-0.005,1.37
0.841,0.936,-0.315,-0.285,-0.832,-0.402,0.397,-0.031,-0.182,-0.005,1.37
0.555,2.162,4.354,-0.285,1.167,-0.075,-0.807,0.884,0.76,3.726,1.37
-0.476,-0.779,-0.766,-0.565,-0.832,-0.075,-0.857,-0.519,0.939,-0.752,-0.946
0.31,1.059,-0.813,0.819,-0.832,1.279,-0.406,-0.519,0.811,-0.752,1.37
0.478,-0.05,2.457,2.989,1.167,-0.075,-0.752,1.726,0.786,2.234,1.37
0.276,-0.412,0.164,-0.285,0.134,0.521,1.476,-0.321,-1.252,0.741,-0.946
0.4,0.14,-0.794,-0.285,1.167,0.268,-1.236,-0.351,1.321,-0.005,-0.946
1.097,0.817,3.33,2.989,1.167,-0.075,-0.439,6.676,0.684,1.487,1.37
-0.481,-0.473,0.07,1.399,1.167,-0.075,-0.873,-0.519,1.193,-0.005,0.212
0.461,-0.35,-0.146,-0.285,-0.832,-0.402,0.667,0.669,-0.462,-0.005,1.37
0.247,2.039,1.245,-0.285,0.134,-2.792,1.646,0.017,0.073,2.98,1.37
0.331,0.017,0.991,2.989,1.167,-0.075,-0.505,1.707,0.76,0.741,1.37
1.049,2.468,1.696,-0.285,1.167,1.279,-0.186,4.519,-0.386,0.741,1.37
0.931,1.292,0.014,-0.285,1.167,-0.075,-0.862,-0.158,1.091,-0.005,0.212
-1.437,-0.093,-0.681,-0.565,-0.832,1.279,-0.868,-0.519,0.837,-0.752,0.212
1.469,1.849,0.991,2.989,1.167,-0.075,-0.598,1.031,0.837,0.741,1.37
1.297,0.079,0.944,-0.285,1.167,-0.075,-0.972,1.204,1.27,1.487,1.37
-0.642,-1.576,0.258,2.989,0.021,-2.792,1.41,0.1,0.327,0.741,0.212
-0.166,-0.473,-0.212,-0.285,0.021,0.521,1.652,0.808,0.073,-0.005,1.37
1.049,2.468,1.432,2.989,1.167,-0.075,-0.78,0.502,0.098,0.741,1.37
0.65,-0.044,0.728,-0.285,1.167,0.268,-1.478,-0.116,1.448,0.741,0.212
-0.797,-1.576,-0.353,-0.285,0.566,1.279,-0.147,-0.39,-0.946,0.741,-0.946
0.571,0.777,1.132,-0.285,0.566,-0.075,-0.736,-0.29,0.276,1.487,0.212
-0.166,-0.473,3.612,2.989,1.167,0.268,-1.044,2.374,1.219,2.98,1.37
-0.355,-0.596,-0.869,-0.565,-0.832,-1.138,0.705,-0.519,-1.736,-0.752,-0.946
0.371,-0.412,5.895,-0.285,0.566,1.279,-0.395,0.031,-0.691,9.697,-0.946
1.123,0.506,-0.804,-0.565,0.021,-0.075,-0.538,-0.519,0.174,-0.752,-0.946
-0.476,-0.779,-0.775,-0.565,1.167,-0.075,-0.84,-0.519,0.709,-0.752,-0.946
0.866,1.194,-0.963,-0.565,0.021,-0.402,0.359,-0.519,0.047,-0.752,-0.946
-1.358,-1.024,-0.963,-0.565,-0.832,-0.402,-0.62,-0.519,0.073,-1.498,-0.946
-1.197,-0.289,-0.681,-0.565,1.167,-0.075,-1.022,-0.519,1.193,-0.005,-0.946
-0.423,-0.779,-0.86,-0.565,1.167,0.268,-1.077,-0.519,1.193,-0.752,1.37
0.645,1.059,0.127,-0.285,1.167,-0.075,-0.703,-0.217,0.225,-0.005,-0.946
0.626,-0.534,0.211,-0.285,0.566,0.268,-1.06,-0.342,-2.372,0.741,-0.946
0.258,-0.485,-0.672,-0.565,-0.832,-0.075,-0.483,-0.519,0.225,-0.005,0.212
0.152,0.017,-0.775,-0.285,0.021,1.279,-0.021,-0.478,-1.252,-0.752,-0.946
-0.154,-0.596,-0.663,-0.565,-0.832,-0.075,-0.455,-0.519,0.047,-0.752,-0.946
-0.109,-1.196,-0.09,-0.285,-0.832,0.521,0.904,-0.26,-0.411,0.741,-0.946
0.636,0.262,1.028,-0.285,1.167,0.268,-1.17,0.947,0.149,0.741,1.37
-0.19,0.403,0.493,-0.285,-0.832,1.279,-0.219,0.071,0.862,-0.005,1.37
0.91,0.477,0.794,-0.285,-0.832,1.279,-0.274,0.071,-0.258,0.741,0.212
-0.047,-0.908,-0.212,-0.285,0.021,-1.138,0.722,0.11,-2.984,-0.005,1.37
-0.355,-0.596,-1.236,-0.565,-0.832,1.279,-0.51,-0.519,-1.736,-1.498,-0.946
1.244,0.636,0.822,2.989,-0.832,1.279,-0.362,0.106,-0.335,-0.005,1.37
0.752,0.753,0.277,-0.285,0.134,-1.138,1.091,0.142,0.225,-0.752,1.37
0.581,-0.105,1.489,-0.285,-0.832,-0.402,0.474,0.561,0.022,1.487,1.37
-1.04,-1.576,-0.681,-0.285,-0.832,0.521,0.837,-0.354,-0.182,-0.005,-0.946
-0.864,0.305,-0.512,-0.565,0.566,0.521,0.073,-0.519,-1.43,-0.752,-0.946
-0.861,-2.078,-0.494,-0.285,-0.832,-0.402,0.067,0.053,0.353,-0.005,0.212
-0.258,-1.797,0.718,-0.285,0.134,-0.402,-0.048,-0.115,-2.984,1.487,0.212
